부산,영도구,영도구보건소,보건소,영도구보건소,(606-750)부산 영도구 태종로 423,051-416-4000
부산,중구,중구보건소,보건소,중구보건소,(600-701)부산 중구 중구로 120,051-600-4741
부산,해운대구,해운대구보건소,보건소,해운대구보건소,"(481-04)부산 해운대구 양운로37번길 59  (좌동, 해운대구보건소)",051-746-4000
부산,해운대구,해운대구보건소,보건소,반송보건지소,"(480-00)부산 해운대구 반송로 853  (반송동, 반송보건지소)",051-749-7592
부산,해운대구,해운대구보건소,보건소,재반보건지소,"(480-51)부산 해운대구 해운대로61번길 28  (재송동, 재반보건지소)",051-749-6532
대구,남구,남구보건소,보건소,남구보건소,"(424-24)대구 남구 영선길 34, 보건의료서비스센터  (대명동, 남구 보건소)",053-664-3601
대구,달서구,달서구보건소,보건소,달서구보건소,"(426-31)대구 달서구 와룡로49길 30  (죽전동, 달서구보건소)",053-667-5618
대구,달서구,달서구보건소,보건소,성서보건지소,"(426-11)대구 달서구 계대동문로 79  (이곡동, 성서보건지소)",053-667-5711
대구,달성군,달성군 보건소,보건소,달성군 보건소,(430-03)대구 달성군 현풍면 비슬로130길 17 달성군보건소 (달성군보건소),053-668-3101
대구,달성군,달성군 보건소,보건소,가창보건지소,(711-865)대구 달성군 가창면 가창로 1100,053-668-3444
대구,달성군,달성군 보건소,보건소,고봉보건진료소,(711-891)대구 달성군 구지면 구지동로 47-2,053-668-3148
대구,달성군,달성군 보건소,보건소,구지보건지소,(711-893)대구 달성군 구지면 창리로11길 38,053-668-3418
대구,달성군,달성군 보건소,보건소,논공보건지소,(711-851)대구 달성군 논공읍 비슬로 1779,053-668-3442
대구,달성군,달성군 보건소,보건소,다사보건지소,(711-812)대구 달성군 다사읍 매곡로 7,053-668-3160
대구,달성군,달성군 보건소,보건소,대암보건진료소,(711-892)대구 달성군 구지면 과학남로53길 5-3,053-668-3149
대구,달성군,달성군 보건소,보건소,무등보건진료소,(711-822)대구 달성군 하빈면 하빈로 734,053-668-3143
대구,달성군,달성군 보건소,보건소,반송보건진료소,(711-842)대구 달성군 옥포면 용연사길 11,053-668-3145
대구,달성군,달성군 보건소,보건소,봉촌보건진료소,(711-823)대구 달성군 하빈면 하빈남로52길 66,053-668-3144
대구,달성군,달성군 보건소,보건소,옥포면보건지소,(429-72)대구 달성군 옥포면 비슬로458길 6-2 ,053-668-3830
대구,달성군,달성군 보건소,보건소,유가보건지소,"(429-93)대구 달성군 유가면 유가길 25, 유가면민복지회관 1층",053-668-3417
대구,달성군,달성군 보건소,보건소,음리보건진료소,(711-883)대구 달성군 유가면 음동1길 9,053-668-3146
대구,달성군,달성군 보건소,보건소,징리보건진료소,(711-893)대구 달성군 구지면 구지서로10길 46,053-668-3150
대구,달성군,달성군 보건소,보건소,하빈보건지소,(711-822)대구 달성군 하빈면 하빈로 423,053-668-3415
대구,달성군,달성군 보건소,보건소,한정보건진료소,(711-881)대구 달성군 유가면 달창로26길 17,053-668-3147
대구,달성군,달성군 보건소,보건소,화원보건지소,(711-835)대구 달성군 화원읍 비슬로 2594,053-668-3441
대구,동구,동구보건소,보건소,동구보건소,(701-862)대구 동구 동촌로 79(검사동),053-662-3201
대구,북구,북구보건소,보건소,북구보건소,(702-858)대구 북구 성북로 49,053-665-3211
대구,북구,북구보건소,보건소,강북보건지소,(702-886)대구 북구 대천로 81,053-665-4200
대구,서구,서구보건소,보건소,서구보건소,(703-701)대구 서구 국채보상로 257,053-663-3111
대구,서구,서구보건소,보건소,서구건강생활지원센터,(703-804)대구 서구 서대구로7길 46,053-663-3232
대구,수성구,수성구보건소,보건소,수성구보건소,(421-52)대구 수성구 수성로 213  (중동),053-666-3111
대구,수성구,수성구보건소,보건소,고산건강생활지원센터,"(422-77)대구 수성구 욱수천로 99 고산건강생활지원센터 (신매동, 고산권보건복지센터)",053-666-3160
대구,중구,중구보건소,보건소,중구보건소,"(419-01)대구 중구 태평로 45 중구보건소 (태평로3가, 중구보건소)",053-661-3121
인천,강화군,강화군보건소,보건소,강화군보건소,(417-805)인천 강화군 강화읍 충렬사로 26-1,032-930-4013
인천,강화군,강화군보건소,보건소,건평보건진료소,(417-851)인천 강화군 양도면 건평로155번길 41,032-937-1510
인천,강화군,강화군보건소,보건소,교동보건지소,(417-922)인천 강화군 교동면 교동동로 485-13,032-930-3547
인천,강화군,강화군보건소,보건소,길상보건지소,(417-841)인천 강화군 길상면 강화동로 15-1,032-930-3540
인천,강화군,강화군보건소,보건소,난정보건진료소,(417-922)인천 강화군 교동면 교동서로378번길 56-28,032-934-7807
인천,강화군,강화군보건소,보건소,내가보건지소,(417-891)인천 강화군 내가면 강화서로 249,032-930-3543
인천,강화군,강화군보건소,보건소,매음보건진료소,(417-911)인천 강화군 삼산면 어류정길 36,032-932-3564
인천,강화군,강화군보건소,보건소,불은보건지소,(417-832)인천 강화군 불은면 강화동로 562-3,032-930-3539
인천,강화군,강화군보건소,보건소,불음보건진료소,(417-932)인천 강화군 서도면 볼음도길 174,032-932-7104
인천,강화군,강화군보건소,보건소,삼산보건지소,(417-913)인천 강화군 삼산면 삼산북로 439,032-930-3548
인천,강화군,강화군보건소,보건소,삼선보건진료소,(417-923)인천 강화군 교동면 교동북로 222-1,032-932-4808
인천,강화군,강화군보건소,보건소,상용보건진료소,(417-921)인천 강화군 교동면 교동동로 208-3,032-932-4381
인천,강화군,강화군보건소,보건소,서검보건진료소,(417-912)인천 강화군 삼산면 서검길153번길 8,032-932-3928
인천,강화군,강화군보건소,보건소,서도보건지소,(417-933)인천 강화군 서도면 주문도1길 16,032-930-3549
인천,강화군,강화군보건소,보건소,선원보건지소,(417-821)인천 강화군 선원면 연동로 324,032-930-3538
인천,강화군,강화군보건소,보건소,송해보건지소,(417-811)인천 강화군 송해면 전망대로 29,032-930-3546
인천,강화군,강화군보건소,보건소,신삼보건진료소,(417-871)인천 강화군 하점면 고려산로 506-2,032-933-1193
인천,강화군,강화군보건소,보건소,양도보건지소,(417-853)인천 강화군 양도면 강화남로 708-1,032-930-3542
인천,강화군,강화군보건소,보건소,양사보건지소,(417-881)인천 강화군 양사면 전망대로 1295-7,032-930-3545
인천,강화군,강화군보건소,보건소,연리보건진료소,(417-825)인천 강화군 선원면 연동로210번길 3,032-932-1412
인천,강화군,강화군보건소,보건소,오두보건진료소,(417-832)인천 강화군 불은면 불은남로 293,032-937-6813
인천,강화군,강화군보건소,보건소,인화보건진료소,(417-881)인천 강화군 양사면 서사길105번길 47,032-934-5583
인천,강화군,강화군보건소,보건소,하리보건진료소,(417-913)인천 강화군 삼산면 삼산북로 790,032-932-3653
인천,강화군,강화군보건소,보건소,하점보건지소,(417-873)인천 강화군 하점면 강화대로 1220,032-930-3544
인천,강화군,강화군보건소,보건소,화도보건지소,(417-861)인천 강화군 화도면 마니산로 703-14,032-930-3541
인천,강화군,강화군보건소,보건소,황청보건진료소,(417-892)인천 강화군 내가면 황청포구로 355,032-932-2819
인천,강화군,강화군보건소,보건소,흥왕보건진료소,(417-863)인천 강화군 화도면 해안남로 1950,032-937-4554
인천,계양구,계양구보건소,보건소,계양구보건소,(407-701)인천 계양구 계산새로 88,032-430-7801
인천,계양구,계양구보건소,보건소,장기보건지소,(407-470)인천 계양구 장기서로 8,032-450-6880
인천,계양구,계양구보건소,보건소,효성건강생활지원센터,(407-826)인천 계양구 안남로 548,032-430-7791
인천,남구,남구보건소,보건소,남구보건소,(402-809)인천 남구 주안서로 25,032-880-5310
인천,남구,남구보건소,보건소,숭의보건지소,(402-817)인천 남구 경인로 54,032-880-5365
인천,남동구,남동구보건소,보건소,남동구보건소,(405-702)인천 남동구 소래로 633,032-464-4001
인천,남동구,남동구보건소,보건소,간석 보건지소,(405-801)인천 남동구 간석로41번길 18,032-453-5961
인천,동구,동구보건소,보건소,동구보건소,(401-010)인천 동구 석수로 90,032-762-4001
인천,부평구,부평구보건소,보건소,부평구보건소,(403-826)인천 부평구 부흥로 291,032-509-8200
인천,부평구,부평구보건소,보건소,청천보건지소,(403-853)인천 부평구 마장로410번길 5,032-509-8950
인천,서구,서구보건소,보건소,서구보건소,(404-833)인천 서구 탁옥로 39,032-560-5000
인천,서구,서구보건소,보건소,가좌건강생활지원센터,(404-810)인천 서구 건지로284번길 60,032-560-2991
인천,서구,서구보건소,보건소,검단건강생활지원센터,"(226-12)인천 서구 완정로 214  (금곡동, 검단 건강생활지원센터)",032-560-5091
인천,서구,서구보건소,보건소,서구검단보건지소,(404-310)인천 서구 청마로167번길 19,032-560-3400
인천,서구,서구보건소,보건소,석남건강생활지원센터,(404-826)인천 서구 길주로 79,032-560-2962
인천,연수구,연수구보건소,보건소,연수구보건소,(406-120)인천 연수구 함박뫼로 13,032-749-8000
인천,연수구,연수구보건소,보건소,송도건강생활지원센터,(406-840)인천 연수구 인천타워대로54번길 19,032-749-6931
인천,옹진군,옹진군보건소,보건소,옹진군보건소,(402-700)인천 남구 매소홀로 120,032-899-3120
인천,옹진군,옹진군보건소,보건소,가을보건진료소,(231-03)인천 옹진군 백령면 백령로 938-71 ,032-836-0283
인천,옹진군,옹진군보건소,보건소,대청보건지소,(409-852)인천 옹진군 대청면 대청로 3,032-899-3184
인천,옹진군,옹진군보건소,보건소,덕적보건지소,(409-893)인천 옹진군 덕적면 덕적남로 7-1,032-899-3185
인천,옹진군,옹진군보건소,보건소,문갑보건진료소,(231-32)인천 옹진군 덕적면 문갑2길 16  (문갑보건진료소),032-833-8373
인천,옹진군,옹진군보건소,보건소,백령보건지소,(409-912)인천 옹진군 백령면 백령로833번길 26-29,032-899-3183
인천,옹진군,옹진군보건소,보건소,백아보건진료소,(231-35)인천 옹진군 덕적면 백아로 88  (백아보건진료소),032-831-9836
인천,옹진군,옹진군보건소,보건소,북도보건지소,(409-831)인천 옹진군 북도면 시도로61번길 75-6,032-899-3181
인천,옹진군,옹진군보건소,보건소,서포보건진료소,(409-892)인천 옹진군 덕적면 덕적남로625번길 9,032-831-6665
인천,옹진군,옹진군보건소,보건소,선재보건진료소,(231-23)인천 옹진군 영흥면 선재로34번길 125-13  (선재보건진료소),032-889-4769
인천,옹진군,옹진군보건소,보건소,소야보건진료소,(231-33)인천 옹진군 덕적면 소야로 257-1  (소야보건진료소),032-831-7874
인천,옹진군,옹진군보건소,보건소,소연평보건진료소,(231-09)인천 옹진군 연평면 소연평로19번길 28  (소연평보건소),032-831-8985
인천,옹진군,옹진군보건소,보건소,소이작보건진료소,(231-28)인천 옹진군 자월면 소이작로42번길 5-2  (소이작 보건진료소),032-832-3696
인천,옹진군,옹진군보건소,보건소,소청보건진료소,(231-06)인천 옹진군 대청면 소청동로71번길 3  (소청보건진료소),032-836-3168
인천,옹진군,옹진군보건소,보건소,승봉보건진료소,(231-27)인천 옹진군 자월면 승봉로 90-2  (승봉보건진료소),032-832-7601
인천,옹진군,옹진군보건소,보건소,연평보건지소,(409-842)인천 옹진군 연평면 연평중앙로 34-22,032-899-3182
인천,옹진군,옹진군보건소,보건소,영흥보건지소,(231-19)인천 옹진군 영흥면 영흥남로 449  (영흥보건지소),032-889-4769
인천,옹진군,옹진군보건소,보건소,울도보건진료소,(409-891)인천 옹진군 덕적면 울도로 201,032-858-9936
인천,옹진군,옹진군보건소,보건소,이작보건진료소,(409-882)인천 옹진군 자월면 대이작로70번안길 25-5,032-858-3553
인천,옹진군,옹진군보건소,보건소,자월보건지소,(409-883)인천 옹진군 자월면 자월서로174번길 165,032-899-3186
인천,옹진군,옹진군보건소,보건소,장봉 보건지소,(409-833)인천 옹진군 북도면 장봉로 556,032-899-3391
인천,중구,중구보건소,보건소,중구보건소,"(223-09)인천 중구 참외전로72번길 21  (전동, 중구보건소,미추홀문화센터)",032-760-6010
인천,중구,중구보건소,보건소,무의보건진료소,"(223-87)인천 중구 대무의로 310-11  (무의동, 무의보건진료소)",032-760-7694
인천,중구,중구보건소,보건소,영종보건지소,"(223-72)인천 중구 운남서로 100-1  (운남동, 영종복합청사)",032-760-6310
인천,중구,중구보건소,보건소,용유보건지소,"(223-84)인천 중구 마시란로 308-14  (남북동, 용유보건지소)",032-760-8891
광주,광산구,광산구보건소,보건소,광산구보건소,(506-702)광주 광산구 광산로29번길 15,062-960-8733
광주,광산구,광산구보건소,보건소,광산보건진료소,(506-355)광주 광산구 오룡동길 54,062-952-1610
광주,광산구,광산구보건소,보건소,동호보건진료소,(506-409)광주 광산구 본동로 363-10,062-943-1156
광주,광산구,광산구보건소,보건소,명화보건진료소,(506-509)광주 광산구 평동로 427,062-943-0013
광주,광산구,광산구보건소,보건소,산수보건진료소,(506-403)광주 광산구 본량용강길 10,062-944-4549
광주,광산구,광산구보건소,보건소,수완보건지소,(506-304)광주 광산구 장덕로 158,062-960-8812
광주,광산구,광산구보건소,보건소,신동보건진료소,(506-459)광주 광산구 신동산길 117,062-943-2935
광주,광산구,광산구보건소,보건소,신룡보건진료소,(506-354)광주 광산구 임곡신촌길 35,062-952-7653
광주,광산구,광산구보건소,보건소,양동보건진료소,(506-455)광주 광산구 체암로 1745,062-943-7946
광주,광산구,광산구보건소,보건소,우산건강생활지원센터,"(623-67)광주 광산구 사암로 167  (우산동, 우산건강생활지원센터)",062-960-3803
광주,남구,남구보건소,보건소,남구보건소,"(616-87)광주 남구 봉선로 1  (주월동, 남구청)",062-607-4311
광주,남구,남구보건소,보건소,구소보건진료소,"(617-63)광주 남구 구소길 146-8  (구소동, 구소보건진료소)",062-374-2692
광주,남구,남구보건소,보건소,월산건강생활지원센터,(616-49)광주 남구 중앙로 12  (월산동),062-607-6152
광주,남구,남구보건소,보건소,주월보건지소,"(616-07)광주 남구 군분로13번길 10  (주월동, 주월보건지소)",062-607-6112
광주,남구,남구보건소,보건소,화장보건진료소,"(617-60)광주 남구 원화장1길 5  (화장동, 화장동보건진료소)",062-607-4602
광주,동구,동구보건소,보건소,동구보건소,(614-66)광주 동구 서남로 1 ,062-608-3261
광주,북구,북구보건소,보건소,북구보건소,(500-874)광주 북구 우치로 65,062-410-8961
광주,북구,북구보건소,보건소,두암보건지소,(500-806)광주 북구 군왕로141번길 6,062-410-8196
광주,서구,서구보건소,보건소,서구보건소,"(619-28)광주 서구 경열로 33 서구보건소 (농성동, 서구청)",062-350-4108
광주,서구,서구보건소,보건소,상무금호보건지소,"(619-90)광주 서구 운천로172번길 32  (쌍촌동, 상무금호보건지소)",062-350-4173
광주,서구,서구보건소,보건소,서창보건진료소,"(620-76)광주 서구 눌재로 412 서창보건진료소 (세하동, 서창동주민센터)",062-350-4480
광주,서구,서구보건소,보건소,쌍촌건강생활지원센터,"(619-96)광주 서구 쌍학로 47, 종합사회복지관  (쌍촌동, 영구임대아파트)",062-350-4742
대전,대덕구,대덕구보건소,보건소,대덕구보건소,(306-810)대전 대덕구 석봉로38번길 55,042-608-5499
대전,대덕구,대덕구보건소,보건소,법동보건지소,"(306-806)대전 대덕구 동춘당로 187 (법동, 3층 법동보건지소)",042-608-5430
대전,대덕구,대덕구보건소,보건소,장동보건진료소,"(306-110)대전 대덕구 산디로15번길 63 (장동, 주민문화센터2층)",042-608-5416
대전,동구,동구보건소,보건소,동구보건소,(300-701)대전 동구 동구청로 147,042-251-6111
대전,동구,동구보건소,보건소,동구 보건지소,(300-816)대전 동구 현암로 22,042-672-6008
대전,동구,동구보건소,보건소,세천보건진료소,(300-370)대전 동구 옥천로 635,042-274-2091
대전,서구,서구보건소,보건소,서구보건소,"(352-03)대전 서구 만년로 74  (만년동, 대전서구보건소)",042-288-4500
대전,서구,서구보건소,보건소,관저보건지소,"(353-80)대전 서구 구봉산북로 300  (관저동, 관저보건지소)",042-288-4620
대전,서구,서구보건소,보건소,기성보건지소,"(354-26)대전 서구 벌곡로 658  (흑석동, 기성동다목적 종합주민복지센터)",042-288-4653
대전,서구,서구보건소,보건소,우명보건진료소,(354-23)대전 서구 우명길 33-14  (우명동),042-288-4661
대전,유성구,유성구보건소,보건소,유성구보건소,(305-308)대전 유성구 유성대로730번길 51,042-611-5011
대전,유성구,유성구보건소,보건소,구룡보건진료소,(305-504)대전 유성구 구룡달전로 264,042-935-3054
대전,유성구,유성구보건소,보건소,구즉보건지소,(305-506)대전 유성구 구룡달전로 22,042-611-5142
대전,유성구,유성구보건소,보건소,대동보건진료소,(305-507)대전 유성구 대금로 93-17,042-935-5053
대전,유성구,유성구보건소,보건소,세동보건진료소,(305-205)대전 유성구 세동로 506,042-825-2690
대전,유성구,유성구보건소,보건소,외삼보건진료소,(305-156)대전 유성구 외삼로 195,042-823-2694
대전,유성구,유성구보건소,보건소,진잠보건지소,"(340-73)대전 유성구 지족동로 145  (지족동, 노은3동 주민센터)",042-611-6966
대전,중구,중구보건소,보건소,중구보건소,"(350-11)대전 중구 산성로 63  (문화동, 중구보건소)",042-580-2700
대전,중구,중구보건소,보건소,정생보건진료소,(350-86)대전 중구 산서로 635  (정생동),042-285-0421
대전,중구,중구보건소,보건소,중구보건지소,"(349-39)대전 중구 중앙로 100, 본관  (대흥동, 중구청)",042-606-7792
울산,남구,남구보건소,보건소,남구보건소,(680-713)울산 남구 삼산중로 132,052-226-2805
울산,남구,남구보건소,보건소,장생포보건지소,(680-060)울산 남구 장생포고래로 215,052-226-2406
울산,동구,동구보건소,보건소,동구보건소,(682-701)울산 동구 봉수로 155(화정동),052-209-4080
울산,북구,북구보건소,보건소,북구보건소,"(442-48)울산 북구 산업로 1018  (연암동, 보건소)",052-289-3450
울산,북구,북구보건소,보건소,신명보건진료소,(683-270)울산 북구 동해안로 1801,052-298-5765
울산,북구,북구보건소,보건소,어물보건진료소,(683-290)울산 북구 아름1길 21,052-298-9003
울산,울주군,울주군보건소,보건소,울주군보건소,(689-812)울산 울주군 삼남면 서향교1길 67-12,052-204-2798
울산,울주군,울주군보건소,보건소,검단보건진료소,(689-871)울산 울주군 웅촌면 은현작동로 53,052-204-2855
울산,울주군,울주군보건소,보건소,구량보건진료소,(689-831)울산 울주군 두서면 구량차리로 12,052-204-2857
울산,울주군,울주군보건소,보건소,남부통합보건지소,(689-901)울산 울주군 온양읍 터실1길 13,052-238-5457
울산,울주군,울주군보건소,보건소,두동면보건지소,(689-841)울산 울주군 두동면 대밀길 36-6,052-204-2845
울산,울주군,울주군보건소,보건소,두서면보건지소,(449-11)울산 울주군 두서면 반구대로 1817-11  (두서면보건지소),052-204-2847
울산,울주군,울주군보건소,보건소,범서읍보건지소,(689-855)울산 울주군 범서읍 송현길 68,052-204-2838
울산,울주군,울주군보건소,보건소,봉계보건진료소,(689-843)울산 울주군 두동면 계명1길 19,052-204-2856
울산,울주군,울주군보건소,보건소,삼동면보건지소,(689-932)울산 울주군 삼동면 삼동로 777,052-204-2849
울산,울주군,울주군보건소,보건소,삼동보건진료소,(689-932)울산 울주군 삼동면 대밭길 21-6,052-204-2859
울산,울주군,울주군보건소,보건소,서생면보건지소,(689-882)울산 울주군 서생면 해맞이로 894,052-204-2841
울산,울주군,울주군보건소,보건소,소호보건진료소,(689-822)울산 울주군 상북면 소호당리길 8,052-204-2858
울산,울주군,울주군보건소,보건소,외광보건진료소,(689-902)울산 울주군 온양읍 광청로 440,052-204-2852
울산,울주군,울주군보건소,보건소,웅촌면보건지소,(689-872)울산 울주군 웅촌면 새초천길 12,052-204-2843
울산,울주군,울주군보건소,보건소,진하보건진료소,(689-883)울산 울주군 서생면 나루터길 29,052-204-2854
울산,울주군,울주군보건소,보건소,척과보건진료소,(689-854)울산 울주군 범서읍 척과로 14,052-204-2851
울산,울주군,울주군보건소,보건소,화산보건진료소,(689-881)울산 울주군 서생면 천산로 214,052-204-2853
울산,중구,중구보건소,보건소,중구보건소,"(444-95)울산 중구 외솔큰길 225, 중구보건소  (남외동, 중구보건소)",052-211-4000
세종,세종특별자치시,세종특별자치시보건소,보건소,세종특별자치시보건소,(300-23)세종 조치원읍 건강길 16  (세종특별자치시보건소),044-301-2000
세종,세종특별자치시,세종특별자치시보건소,보건소,금남면보건지소,(300-83)세종 금남면 용포로 57  (금남면사무소),044-301-2243
세종,세종특별자치시,세종특별자치시보건소,보건소,남부통합보건지소,"(301-27)세종 새롬로 14  (새롬동, 새롬종합복지센터3층)",044-301-2400
세종,세종특별자치시,세종특별자치시보건소,보건소,부강면보건지소,(300-75)세종 부강면 부강5길 38  (부강면사무소),044-301-2232
세종,세종특별자치시,세종특별자치시보건소,보건소,소정면보건지소,(300-01)세종 소정면 소정구길 201  ,044-301-2292
세종,세종특별자치시,세종특별자치시보건소,보건소,송곡보건진료소,(300-14)세종 전동면 금이로 184  (송곡보건진료소),044-867-1665
세종,세종특별자치시,세종특별자치시보건소,보건소,송학보건진료소,(300-50)세종 장군면 황미창말길 5-4  (송학보건진료소),044-852-0564
세종,세종특별자치시,세종특별자치시보건소,보건소,쌍류보건진료소,(300-41)세종 연서면 도신고복로 427  (쌍류보건진료소),044-863-0176
세종,세종특별자치시,세종특별자치시보건소,보건소,양곡보건진료소,(300-07)세종 전의면 양지편길 17  (양곡보건진료소),044-867-3471
세종,세종특별자치시,세종특별자치시보건소,보건소,연기면보건지소,(300-59)세종 연기면 당산로 81  (연기면사무소),044-301-2212
세종,세종특별자치시,세종특별자치시보건소,보건소,연동면보건지소,(300-68)세종 연동면 내송길 20  (연동면사무소),044-301-2224
세종,세종특별자치시,세종특별자치시보건소,보건소,연서면보건지소,(300-43)세종 연서면 대첩로 238  (연서면사무소),044-301-2263
세종,세종특별자치시,세종특별자치시보건소,보건소,와촌보건진료소,(300-46)세종 연서면 용연로 635  (와촌보건진료소),044-863-4700
세종,세종특별자치시,세종특별자치시보건소,보건소,응암보건진료소,(300-67)세종 연동면 송암로 246  (응암보건진료소),044-864-9202
세종,세종특별자치시,세종특별자치시보건소,보건소,장군면보건지소,(300-53)세종 장군면 장기초교길 11-1  ,044-301-2252
세종,세종특별자치시,세종특별자치시보건소,보건소,전동면보건지소,(300-11)세종 전동면 운주산로 386  (전동면사무소),044-301-2282
세종,세종특별자치시,세종특별자치시보건소,보건소,전의면보건지소,(300-04)세종 전의면 만세길 20-12  (보건소),044-301-2272
세종,세종특별자치시,세종특별자치시보건소,보건소,황용보건진료소,(300-82)세종 금남면 금남구즉로 485  ,044-867-8865
경기,가평군,가평군보건소,보건소,가평군보건소,(124-13)경기 가평군 가평읍 가화로 155-18  (가평군보건소),031-582-2488
경기,가평군,가평군보건소,보건소,개곡리보건진료소,(124-10)경기 가평군 가평읍 당목가일길 211-80  (개곡보건진료소),031-582-1191
경기,가평군,가평군보건소,보건소,도대리보건진료소,(124-01)경기 가평군 북면 가화로 2370-14  (도대보건진료소),031-582-0388
경기,가평군,가평군보건소,보건소,미사리보건진료소,(124-62)경기 가평군 설악면 미사리로 629  (미사보건진료소),031-584-4166
경기,가평군,가평군보건소,보건소,방일리보건진료소,(124-72)경기 가평군 설악면 양방가루재길 4-18  (방일보건진료소),031-584-7051
경기,가평군,가평군보건소,보건소,백둔리보건진료소,(124-06)경기 가평군 북면 백둔로 417-9  (백둔보건진료소),031-582-1011
경기,가평군,가평군보건소,보건소,북면보건지소,"(124-03)경기 가평군 북면 화악산로 23, 1층 보건소, 2층 다가구주택  (북면 보건소)",031-582-0558
경기,가평군,가평군보건소,보건소,산유리보건진료소,(124-29)경기 가평군 가평읍 호반로 1799-8  (산유보건진료소),031-582-0294
경기,가평군,가평군보건소,보건소,삼회리보건진료소,"(124-58)경기 가평군 청평면 북한강로2010번길 18, 가동  (삼회보건진료소)",031-584-2242
경기,가평군,가평군보건소,보건소,상면보건지소,"(124-44)경기 가평군 상면 청군로 1099, F동  (상면보건지소)",031-585-2046
